509819974a1c905a14003647,Zaatar,STR,50 Greenwich Ave,"50,KRNWKSH",50 Greenwich Ave,NY,10011,,,4.5,1,14,9,"40.735722,-74.0004383",,
50981a374a1c905a14005cdf,ZAIT RESTAURANT,ST,139 1ST AVE,"139,1ST",139 1ST AVE,NY,10003,,,-1,0,0,0,"-73.985234,-73.985234",,
4fdb788ce0795a6846f0a350,Z Pizza,PS,298 Bleecker St,"298,BLKR",298 Bleecker St,,10014,,,5,1,1,0,"40.73241,-74.003907",,
50981ad14a1c905a1400ab9a,Z Cozy Food,"KS,FT",565 Grand St,"565,KRNT",565 Grand St,NY,10002,,,-1,0,0,0,undefined,,
50981a774a1c905a14006e83,Z Cozy Food,"KS,FT",565 Grand St,"565,KRNT",565 Grand St,NY,10002,,,-1,0,0,0,undefined,,
5098198a4a1c905a1400343b,Yushi,YKSH,enter on Pearl St,"ENTR,ON,PRL",enter on Pearl St,NY,10038,,www.yushi.com,3.5,2,24,14,undefined,,
509819b24a1c905a14003e72,Yunnan Kitchen,"YNN,KTKSHN",79 Clinton St,"79,KLNTN",79 Clinton St,NY,10002,,www.yunnankitchen.com,3.25,2,43,17,"40.7190034,-73.9851832",,
509819ae4a1c905a14003d34,Yung Sun Restaurant,"YNK,SN",47 East Broadway,"47,BRTW",47 East Broadway,NY,10002,,,3,1,4,8,"40.713375,-73.995808",,
4fdb7812e0795a6846efed6f,Yummy Village Inc.,"YM,FLK",95 MacDougal St,"95,MKTK",95 MacDougal St,,10012,,,-1,0,0,0,"40.72931,-74.00107",,
509819af4a1c905a14003d9a,Yummy Sushi,"YM,SKSH",198A Orchard St,"198,ORKSHRT",198A Orchard St,NY,10002,,,2.5,1,5,10,"40.7224103,-73.9879288",,
4fdb7629e0795a6846ed18a6,Yummy Shawarmy,"YM,SHWRM",71 7th Ave S,"71,70",71 7th Ave S,,10014,,,-1,0,0,0,"40.732002,-74.00356",,
509819a54a1c905a1400399e,Yummy Lotus Restaurant,"YM,LT",38 Allen St# A,"38,ALN,A",38 Allen St# A,NY,10002,,,5,1,2,3,"40.7160849,-73.9918125",,
4fdb770fe0795a6846ee6531,Yummy House,"YM,HS",76 3rd Ave,"76,3RT",76 3rd Ave,,10003,,http://yummyhouse.com/,-1,0,0,0,"40.731643,-73.988439",,
509819c24a1c905a1400407c,Yuca Bar & Restaurant,"YK,BR",111 Ave A,"11,A",111 Ave A,NY,10009,,www.yucabarnyc.com,3.95,2,58,19,"40.726267,-73.983742",,
509819ca4a1c905a14004306,Yuba Restaurant,YB,105 E 9th St,"105,90",105 E 9th St,NY,10003,,,-1,0,0,0,"40.7305396,-73.9902172",,
509819aa4a1c905a14003bc6,Yuan Seng Restaurant Trade Svces,"YN,SNK,TRT,SFS",72 Forsyth St,"72,FRS0",72 Forsyth St,NY,10002,,,-1,0,0,2,"40.716917,-73.993397",,
4fdb7556e0795a6846ebed4b,Your Taste Cafe,"TST,KF",100 W 23rd St,"10,23RT",100 W 23rd St,,10011,,,-1,0,0,0,"40.742913,-73.992806",,
4fdb7608e0795a6846ece66b,Youngs Fish Market,"YNK,FKSH,MRKT",141 1st Ave,"141,1ST",141 1st Ave,,10003,,,-1,0,0,0,"40.727995,-73.985088",,
5098199a4a1c905a1400374b,Young's Cafe,"YNK,KF",165 Water St,"165,WTR",165 Water St,NY,10038,,,-1,0,0,2,"40.7064429,-74.0055668",,
4fdb7a95e0795a6846f3934c,Young Kim's Better Gourmet Food,"YNK,KM,BTR,KRMT,FT",79 Greenwich Ave,"79,KRNWKSH",79 Greenwich Ave,,10014,,,-1,0,0,0,"40.736806,-74.001242",,
509819a04a1c905a14003947,Young City Fish Balls,"YNK,ST,FKSH,BL",21A Eldridge St,"21,ELTRTK",21A Eldridge St,NY,10002,,,3.5,1,3,10,"40.7150363,-73.9935603",,
50981a004a1c905a14005148,Young Chow Restaurant Corp,"YNK,SH",145 4th Ave,"145,40",145 4th Ave,NY,10003,,,-1,0,0,0,"40.733893,-73.9898263",,
50981a534a1c905a14006483,You-Chun,SHN,5 W 36th St,"5,360",5 W 36th St,NY,10014,,,5,1,1,0,"-73.984314,-73.984314",,
4fdb749fe0795a6846eaecfa,Yoshi Sushi,"YKSH,SKSH",131 Avenue A,"131,A",131 Avenue A,,10009,,www.yoshisushinewyork.com,4.25,2,52,20,"40.726666,-73.98309",,
5098199e4a1c905a140038a3,Yoro Japanese Restaurant,"YR,JPNS",106 Fulton St,"106,FLTN",106 Fulton St,NY,10038,,,3,1,6,12,"40.70774,-74.00327",,
5098199d4a1c905a14003821,Yorganic,YRKN,3 Hanover Sq,"3,HNF,SK",3 Hanover Sq,NY,10004,,www.facebook.com/yorganic,4.166666666666667,3,48,14,"40.7047206,-74.0096476",,
509819b14a1c905a14003e0a,Yopparai,YPR,151 Rivington St1st Fl,"151,RFNKTN,ST1ST,FL",151 Rivington St1st Fl,NY,10002,,www.yopparainyc.com,4,2,30,11,"40.719193,-73.985528",,
4fdb749ee0795a6846eaea06,Yook Ying Association,"YK,YNK,ASS",99 E Broadway,"9,BRTW",99 E Broadway,,10002,,,-1,0,0,0,"40.713785,-73.99346",,
509819ab4a1c905a14003c2e,Yook Ying Assn,"YK,YNK,ASN",99 E Broadway,"9,BRTW",99 E Broadway,NY,10002,,,-1,0,0,0,"40.713547,-73.993331",,
50981a524a1c905a14006463,Yonah Schimmels Knishes Bkry,"YNH,SKHML,NKSH,BKR",137 E Houston St,"137,HSTN",137 E Houston St,NY,10002,,,-1,0,0,0,"-73.990138,-73.990138",,
